,Trip Id,Trip_Duration,Start Station Id,Start Time,Start Station Name,End Station Id,End Time,End Station Name,Bike Id,User Type,NumOfTrips,Start Time (minutes),End Time (minutes),Start Time (per 30min),End Time (per 30min)
739,17647381,5.75,7406,2022-08-06 12:44:00,Victoria St / Queen St E,7009.0,2022-08-06 12:49:00,King St E / Jarvis St,5744,Casual Member,17,764,769,25.0,25.0
455,17701432,4.283333333333333,7406,2022-08-08 12:30:00,Victoria St / Queen St E,7389.0,2022-08-08 12:35:00,College Park- Gerrard Entrance,1993,Annual Member,31,750,755,25.0,25.0
871,18253373,9.2,7269,2022-08-29 12:50:00,Toronto Eaton Centre (Yonge St),7657.0,2022-08-29 12:59:00,1 Market St - SMART,7229,Casual Member,8,770,779,25.0,25.0
430,18071885,14.716666666666667,7033,2022-08-22 12:46:00,Union Station,7009.0,2022-08-22 13:01:00,King St E / Jarvis St,591,Casual Member,52,766,781,25.0,26.0
1,17523130,15.266666666666666,7066,2022-08-01 12:43:00,Willcocks St / St. George St,7406.0,2022-08-01 12:58:00,Victoria St / Queen St E,4245,Casual Member,5,763,778,25.0,25.0
881,18090202,6.516666666666667,7406,2022-08-23 12:46:00,Victoria St / Queen St E,7647.0,2022-08-23 12:52:00,Elm St/ University Ave (East Side),5794,Annual Member,4,766,772,25.0,25.0
431,18071890,15.2,7033,2022-08-22 12:47:00,Union Station,7009.0,2022-08-22 13:02:00,King St E / Jarvis St,2114,Casual Member,52,767,782,25.0,26.0
432,18071913,12.883333333333333,7033,2022-08-22 12:48:00,Union Station,7009.0,2022-08-22 13:01:00,King St E / Jarvis St,6945,Casual Member,52,768,781,25.0,26.0
157,17547362,3.7666666666666666,7269,2022-08-02 12:50:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-02 12:54:00,Victoria St / Queen St E,4571,Casual Member,18,770,774,25.0,25.0
100,17701836,9.666666666666666,7269,2022-08-08 12:55:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-08 13:05:00,College Park- Gerrard Entrance,6012,Casual Member,23,775,785,25.0,26.0
429,18071881,14.983333333333333,7033,2022-08-22 12:46:00,Union Station,7009.0,2022-08-22 13:01:00,King St E / Jarvis St,6040,Casual Member,52,766,781,25.0,26.0
121,17830762,6.183333333333334,7269,2022-08-13 12:54:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-13 13:00:00,Union Station,2748,Casual Member,18,774,780,25.0,26.0
654,17701649,8.3,7657,2022-08-08 12:44:00,1 Market St - SMART,7406.0,2022-08-08 12:52:00,Victoria St / Queen St E,7235,Casual Member,14,764,772,25.0,25.0
559,17748845,12.133333333333333,7406,2022-08-10 12:55:00,Victoria St / Queen St E,7066.0,2022-08-10 13:07:00,Willcocks St / St. George St,7165,Casual Member,3,775,787,25.0,26.0
11,18167117,7.083333333333333,7009,2022-08-26 12:55:00,King St E / Jarvis St,7269.0,2022-08-26 13:02:00,Toronto Eaton Centre (Yonge St),7036,Casual Member,9,775,782,25.0,26.0
101,17701845,9.416666666666666,7269,2022-08-08 12:56:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-08 13:05:00,College Park- Gerrard Entrance,5881,Casual Member,23,776,785,25.0,26.0
795,18051741,12.766666666666666,7408,2022-08-21 12:57:00,University Ave / Armoury St,7009.0,2022-08-21 13:09:00,King St E / Jarvis St,2434,Casual Member,4,777,789,25.0,26.0
476,18253453,5.55,7406,2022-08-29 12:54:00,Victoria St / Queen St E,7389.0,2022-08-29 13:00:00,College Park- Gerrard Entrance,5193,Casual Member,31,774,780,25.0,26.0
809,17863221,10.65,7009,2022-08-14 13:13:00,King St E / Jarvis St,7044.0,2022-08-14 13:24:00,Church St / Alexander St,1476,Casual Member,5,793,804,26.0,26.0
822,18072177,3.6166666666666667,7408,2022-08-22 13:05:00,University Ave / Armoury St,7269.0,2022-08-22 13:09:00,Toronto Eaton Centre (Yonge St),7057,Annual Member,2,785,789,26.0,26.0
810,17970148,12.383333333333333,7009,2022-08-18 13:01:00,King St E / Jarvis St,7044.0,2022-08-18 13:14:00,Church St / Alexander St,1275,Casual Member,5,781,794,26.0,26.0
617,18072147,6.716666666666667,7389,2022-08-22 13:03:00,College Park- Gerrard Entrance,7647.0,2022-08-22 13:10:00,Elm St/ University Ave (East Side),3035,Casual Member,4,783,790,26.0,26.0
756,17648051,14.783333333333333,7269,2022-08-06 13:04:00,Toronto Eaton Centre (Yonge St),7009.0,2022-08-06 13:19:00,King St E / Jarvis St,4596,Casual Member,7,784,799,26.0,26.0
164,17831351,3.2333333333333334,7269,2022-08-13 13:09:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-13 13:12:00,Victoria St / Queen St E,2876,Annual Member,18,789,792,26.0,26.0
223,17702024,3.4,7389,2022-08-08 13:08:00,College Park- Gerrard Entrance,7406.0,2022-08-08 13:11:00,Victoria St / Queen St E,5453,Annual Member,59,788,791,26.0,26.0
334,17702087,6.75,7066,2022-08-08 13:11:00,Willcocks St / St. George St,7389.0,2022-08-08 13:18:00,College Park- Gerrard Entrance,1619,Annual Member,18,791,798,26.0,26.0
25,17598588,3.683333333333333,7406,2022-08-04 13:12:00,Victoria St / Queen St E,7269.0,2022-08-04 13:15:00,Toronto Eaton Centre (Yonge St),2930,Annual Member,5,792,795,26.0,26.0
528,18143417,8.333333333333334,7406,2022-08-25 13:12:00,Victoria St / Queen St E,7044.0,2022-08-25 13:20:00,Church St / Alexander St,6981,Annual Member,31,792,800,26.0,26.0
553,18194835,4.7,7657,2022-08-27 13:00:00,1 Market St - SMART,7009.0,2022-08-27 13:05:00,King St E / Jarvis St,3445,Casual Member,9,780,785,26.0,26.0
769,17677487,10.116666666666667,7033,2022-08-07 13:11:00,Union Station,7269.0,2022-08-07 13:21:00,Toronto Eaton Centre (Yonge St),5676,Casual Member,27,791,801,26.0,26.0
728,18227128,6.2,7406,2022-08-28 13:28:00,Victoria St / Queen St E,7033.0,2022-08-28 13:35:00,Union Station,6146,Annual Member,20,808,815,26.0,27.0
500,17916709,10.916666666666666,7389,2022-08-16 13:23:00,College Park- Gerrard Entrance,7408.0,2022-08-16 13:34:00,University Ave / Armoury St,7117,Casual Member,12,803,814,26.0,27.0
512,17598649,8.2,7406,2022-08-04 13:14:00,Victoria St / Queen St E,7044.0,2022-08-04 13:22:00,Church St / Alexander St,6017,Annual Member,31,794,802,26.0,26.0
640,17620351,14.0,7657,2022-08-05 13:29:00,1 Market St - SMART,7647.0,2022-08-05 13:43:00,Elm St/ University Ave (East Side),2450,Annual Member,11,809,823,26.0,27.0
524,17970442,11.466666666666667,7406,2022-08-18 13:17:00,Victoria St / Queen St E,7044.0,2022-08-18 13:29:00,Church St / Alexander St,6540,Annual Member,31,797,809,26.0,26.0
43,17970507,17.6,7044,2022-08-18 13:21:00,Church St / Alexander St,7033.0,2022-08-18 13:39:00,Union Station,1275,Annual Member,37,801,819,26.0,27.0
785,17970416,11.583333333333334,7033,2022-08-18 13:16:00,Union Station,7269.0,2022-08-18 13:28:00,Toronto Eaton Centre (Yonge St),1608,Casual Member,27,796,808,26.0,26.0
734,17803304,3.2333333333333334,7647,2022-08-12 13:26:00,Elm St/ University Ave (East Side),7389.0,2022-08-12 13:30:00,College Park- Gerrard Entrance,2055,Annual Member,7,806,810,26.0,27.0
749,17943871,8.566666666666666,7406,2022-08-17 13:23:00,Victoria St / Queen St E,7009.0,2022-08-17 13:31:00,King St E / Jarvis St,4520,Casual Member,17,803,811,26.0,27.0
168,17996377,2.7333333333333334,7269,2022-08-19 13:26:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-19 13:29:00,Victoria St / Queen St E,4441,Annual Member,18,806,809,26.0,26.0
659,17831527,8.066666666666666,7657,2022-08-13 13:14:00,1 Market St - SMART,7406.0,2022-08-13 13:22:00,Victoria St / Queen St E,4858,Annual Member,14,794,802,26.0,26.0
748,17943821,10.65,7406,2022-08-17 13:21:00,Victoria St / Queen St E,7009.0,2022-08-17 13:31:00,King St E / Jarvis St,60,Casual Member,17,801,811,26.0,27.0
501,17970854,7.266666666666667,7389,2022-08-18 13:38:00,College Park- Gerrard Entrance,7408.0,2022-08-18 13:45:00,University Ave / Armoury St,6346,Casual Member,12,818,825,27.0,27.0
792,18299940,16.53333333333333,7033,2022-08-31 13:42:00,Union Station,7269.0,2022-08-31 13:59:00,Toronto Eaton Centre (Yonge St),610,Annual Member,27,822,839,27.0,27.0
750,17970685,5.116666666666666,7406,2022-08-18 13:31:00,Victoria St / Queen St E,7009.0,2022-08-18 13:36:00,King St E / Jarvis St,5769,Casual Member,17,811,816,27.0,27.0
356,17722992,6.566666666666666,7033,2022-08-09 13:34:00,Union Station,7389.0,2022-08-09 13:40:00,College Park- Gerrard Entrance,5575,Annual Member,26,814,820,27.0,27.0
530,18168033,9.883333333333333,7406,2022-08-26 13:34:00,Victoria St / Queen St E,7044.0,2022-08-26 13:44:00,Church St / Alexander St,6040,Annual Member,31,814,824,27.0,27.0
345,18275598,10.2,7066,2022-08-30 13:35:00,Willcocks St / St. George St,7389.0,2022-08-30 13:46:00,College Park- Gerrard Entrance,4452,Annual Member,18,815,826,27.0,27.0
215,18254250,9.883333333333333,7044,2022-08-29 13:36:00,Church St / Alexander St,7406.0,2022-08-29 13:46:00,Victoria St / Queen St E,4233,Casual Member,38,816,826,27.0,27.0
177,17970822,7.783333333333333,7647,2022-08-18 13:36:00,Elm St/ University Ave (East Side),7066.0,2022-08-18 13:44:00,Willcocks St / St. George St,5758,Casual Member,5,816,824,27.0,27.0
717,17803686,4.533333333333333,7406,2022-08-12 13:41:00,Victoria St / Queen St E,7033.0,2022-08-12 13:46:00,Union Station,2748,Casual Member,20,821,826,27.0,27.0
657,17749773,11.75,7657,2022-08-10 13:40:00,1 Market St - SMART,7406.0,2022-08-10 13:52:00,Victoria St / Queen St E,177,Casual Member,14,820,832,27.0,27.0
744,17832633,6.783333333333333,7406,2022-08-13 13:43:00,Victoria St / Queen St E,7009.0,2022-08-13 13:50:00,King St E / Jarvis St,2685,Annual Member,17,823,830,27.0,27.0
460,17803828,4.716666666666667,7406,2022-08-12 13:47:00,Victoria St / Queen St E,7389.0,2022-08-12 13:52:00,College Park- Gerrard Entrance,6198,Annual Member,31,827,832,27.0,27.0
18,17620794,6.033333333333333,7408,2022-08-05 13:50:00,University Ave / Armoury St,7389.0,2022-08-05 13:56:00,College Park- Gerrard Entrance,6836,Casual Member,9,830,836,27.0,27.0
79,18025174,14.783333333333333,7389,2022-08-20 13:51:00,College Park- Gerrard Entrance,7269.0,2022-08-20 14:06:00,Toronto Eaton Centre (Yonge St),564,Casual Member,24,831,846,27.0,28.0
338,17917284,8.583333333333334,7066,2022-08-16 13:52:00,Willcocks St / St. George St,7389.0,2022-08-16 14:01:00,College Park- Gerrard Entrance,6641,Annual Member,18,832,841,27.0,28.0
890,17971148,8.5,7389,2022-08-18 13:52:00,College Park- Gerrard Entrance,7009.0,2022-08-18 14:00:00,King St E / Jarvis St,2847,Annual Member,11,832,840,27.0,28.0
588,18254630,31.516666666666666,7389,2022-08-29 13:57:00,College Park- Gerrard Entrance,7033.0,2022-08-29 14:28:00,Union Station,2575,Casual Member,31,837,868,27.0,28.0
589,18254636,31.416666666666668,7389,2022-08-29 13:57:00,College Park- Gerrard Entrance,7033.0,2022-08-29 14:28:00,Union Station,5690,Casual Member,31,837,868,27.0,28.0
653,17599174,9.65,7657,2022-08-04 13:46:00,1 Market St - SMART,7406.0,2022-08-04 13:55:00,Victoria St / Queen St E,7246,Annual Member,14,826,835,27.0,27.0
652,17599163,10.133333333333333,7657,2022-08-04 13:45:00,1 Market St - SMART,7406.0,2022-08-04 13:55:00,Victoria St / Queen St E,7142,Annual Member,14,825,835,27.0,27.0
405,17702772,12.616666666666667,7033,2022-08-08 14:01:00,Union Station,7009.0,2022-08-08 14:13:00,King St E / Jarvis St,1017,Casual Member,52,841,853,28.0,28.0
292,17971394,10.266666666666666,7033,2022-08-18 14:05:00,Union Station,7647.0,2022-08-18 14:15:00,Elm St/ University Ave (East Side),406,Casual Member,29,845,855,28.0,28.0
740,17650126,10.933333333333334,7406,2022-08-06 14:06:00,Victoria St / Queen St E,7009.0,2022-08-06 14:17:00,King St E / Jarvis St,5613,Casual Member,17,846,857,28.0,28.0
400,17621192,12.966666666666667,7033,2022-08-05 14:08:00,Union Station,7009.0,2022-08-05 14:21:00,King St E / Jarvis St,5912,Casual Member,52,848,861,28.0,28.0
395,18300433,9.85,7647,2022-08-31 14:09:00,Elm St/ University Ave (East Side),7033.0,2022-08-31 14:19:00,Union Station,2059,Casual Member,26,849,859,28.0,28.0
680,17833631,10.4,7044,2022-08-13 14:08:00,Church St / Alexander St,7269.0,2022-08-13 14:18:00,Toronto Eaton Centre (Yonge St),7208,Annual Member,7,848,858,28.0,28.0
705,17804446,7.533333333333333,7033,2022-08-12 14:11:00,Union Station,7406.0,2022-08-12 14:19:00,Victoria St / Queen St E,2287,Casual Member,8,851,859,28.0,28.0
402,17621211,12.983333333333333,7033,2022-08-05 14:09:00,Union Station,7009.0,2022-08-05 14:22:00,King St E / Jarvis St,285,Casual Member,52,849,862,28.0,28.0
673,17944795,12.8,7009,2022-08-17 14:10:00,King St E / Jarvis St,7406.0,2022-08-17 14:23:00,Victoria St / Queen St E,6176,Casual Member,10,850,863,28.0,28.0
674,17944801,12.616666666666667,7009,2022-08-17 14:10:00,King St E / Jarvis St,7406.0,2022-08-17 14:23:00,Victoria St / Queen St E,995,Casual Member,10,850,863,28.0,28.0
155,18197223,3.3833333333333333,7647,2022-08-27 14:11:00,Elm St/ University Ave (East Side),7408.0,2022-08-27 14:15:00,University Ave / Armoury St,3013,Casual Member,6,851,855,28.0,28.0
548,17621293,3.033333333333333,7657,2022-08-05 14:12:00,1 Market St - SMART,7009.0,2022-08-05 14:15:00,King St E / Jarvis St,5386,Annual Member,9,852,855,28.0,28.0
145,17944601,6.466666666666667,7269,2022-08-17 14:00:00,Toronto Eaton Centre (Yonge St),7044.0,2022-08-17 14:07:00,Church St / Alexander St,6339,Casual Member,12,840,847,28.0,28.0
96,17650422,10.45,7269,2022-08-06 14:15:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-06 14:26:00,College Park- Gerrard Entrance,2820,Casual Member,23,855,866,28.0,28.0
226,17750425,3.35,7389,2022-08-10 14:14:00,College Park- Gerrard Entrance,7406.0,2022-08-10 14:17:00,Victoria St / Queen St E,1229,Annual Member,59,854,857,28.0,28.0
401,17621197,13.049999999999999,7033,2022-08-05 14:08:00,Union Station,7009.0,2022-08-05 14:21:00,King St E / Jarvis St,4428,Casual Member,52,848,861,28.0,28.0
93,17650412,10.85,7269,2022-08-06 14:15:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-06 14:26:00,College Park- Gerrard Entrance,4288,Casual Member,23,855,866,28.0,28.0
94,17650414,10.633333333333333,7269,2022-08-06 14:15:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-06 14:26:00,College Park- Gerrard Entrance,1423,Casual Member,23,855,866,28.0,28.0
867,17917647,10.5,7269,2022-08-16 14:15:00,Toronto Eaton Centre (Yonge St),7657.0,2022-08-16 14:25:00,1 Market St - SMART,4485,Casual Member,8,855,865,28.0,28.0
541,17833953,21.366666666666667,7408,2022-08-13 14:16:00,University Ave / Armoury St,7657.0,2022-08-13 14:37:00,1 Market St - SMART,6492,Casual Member,4,856,877,28.0,29.0
542,17833959,20.733333333333334,7408,2022-08-13 14:16:00,University Ave / Armoury St,7657.0,2022-08-13 14:37:00,1 Market St - SMART,5672,Casual Member,4,856,877,28.0,29.0
336,17804869,6.8,7066,2022-08-12 14:29:00,Willcocks St / St. George St,7389.0,2022-08-12 14:36:00,College Park- Gerrard Entrance,2663,Annual Member,18,869,876,28.0,29.0
184,17650518,7.1499999999999995,7044,2022-08-06 14:18:00,Church St / Alexander St,7406.0,2022-08-06 14:25:00,Victoria St / Queen St E,1742,Casual Member,38,858,865,28.0,28.0
2,17575636,11.966666666666667,7066,2022-08-03 14:23:00,Willcocks St / St. George St,7406.0,2022-08-03 14:35:00,Victoria St / Queen St E,5721,Annual Member,5,863,875,28.0,29.0
895,18168986,8.033333333333333,7389,2022-08-26 14:17:00,College Park- Gerrard Entrance,7009.0,2022-08-26 14:25:00,King St E / Jarvis St,4439,Annual Member,11,857,865,28.0,28.0
330,17575597,10.983333333333333,7066,2022-08-03 14:21:00,Willcocks St / St. George St,7389.0,2022-08-03 14:32:00,College Park- Gerrard Entrance,3228,Casual Member,18,861,872,28.0,29.0
176,17945045,6.016666666666667,7647,2022-08-17 14:23:00,Elm St/ University Ave (East Side),7066.0,2022-08-17 14:29:00,Willcocks St / St. George St,6740,Casual Member,5,863,869,28.0,28.0
751,18118906,6.916666666666667,7406,2022-08-24 14:24:00,Victoria St / Queen St E,7009.0,2022-08-24 14:31:00,King St E / Jarvis St,3180,Annual Member,17,864,871,28.0,29.0
760,18054248,27.4,7269,2022-08-21 14:28:00,Toronto Eaton Centre (Yonge St),7009.0,2022-08-21 14:55:00,King St E / Jarvis St,6353,Casual Member,7,868,895,28.0,29.0
95,17650415,10.633333333333333,7269,2022-08-06 14:15:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-06 14:26:00,College Park- Gerrard Entrance,4516,Casual Member,23,855,866,28.0,28.0
554,18228816,3.0166666666666666,7657,2022-08-28 14:18:00,1 Market St - SMART,7009.0,2022-08-28 14:21:00,King St E / Jarvis St,4797,Annual Member,9,858,861,28.0,28.0
505,18169050,5.316666666666666,7389,2022-08-26 14:20:00,College Park- Gerrard Entrance,7408.0,2022-08-26 14:25:00,University Ave / Armoury St,5391,Annual Member,12,860,865,28.0,28.0
490,17945469,6.183333333333334,7408,2022-08-17 14:42:00,University Ave / Armoury St,7033.0,2022-08-17 14:49:00,Union Station,626,Casual Member,14,882,889,29.0,29.0
340,17998212,7.666666666666667,7066,2022-08-19 14:42:00,Willcocks St / St. George St,7389.0,2022-08-19 14:50:00,College Park- Gerrard Entrance,6444,Annual Member,18,882,890,29.0,29.0
763,17650980,11.183333333333334,7389,2022-08-06 14:31:00,College Park- Gerrard Entrance,7657.0,2022-08-06 14:42:00,1 Market St - SMART,1423,Annual Member,3,871,882,29.0,29.0
521,17917947,9.4,7406,2022-08-16 14:32:00,Victoria St / Queen St E,7044.0,2022-08-16 14:41:00,Church St / Alexander St,1982,Casual Member,31,872,881,29.0,29.0
335,17778397,6.616666666666666,7066,2022-08-11 14:33:00,Willcocks St / St. George St,7389.0,2022-08-11 14:40:00,College Park- Gerrard Entrance,5817,Annual Member,18,873,880,29.0,29.0
684,18073446,5.35,7044,2022-08-22 14:34:00,Church St / Alexander St,7269.0,2022-08-22 14:40:00,Toronto Eaton Centre (Yonge St),1815,Annual Member,7,874,880,29.0,29.0
210,18145021,23.116666666666667,7044,2022-08-25 14:37:00,Church St / Alexander St,7406.0,2022-08-25 15:00:00,Victoria St / Queen St E,171,Casual Member,38,877,900,29.0,30.0
491,17971935,6.55,7408,2022-08-18 14:34:00,University Ave / Armoury St,7033.0,2022-08-18 14:41:00,Union Station,2816,Casual Member,14,874,881,29.0,29.0
209,18145020,24.433333333333334,7044,2022-08-25 14:37:00,Church St / Alexander St,7406.0,2022-08-25 15:01:00,Victoria St / Queen St E,5189,Casual Member,38,877,901,29.0,30.0
211,18145025,23.766666666666666,7044,2022-08-25 14:37:00,Church St / Alexander St,7406.0,2022-08-25 15:00:00,Victoria St / Queen St E,5529,Casual Member,38,877,900,29.0,30.0
902,17945367,14.566666666666666,7066,2022-08-17 14:38:00,Willcocks St / St. George St,7009.0,2022-08-17 14:52:00,King St E / Jarvis St,6740,Casual Member,1,878,892,29.0,29.0
475,18169516,4.416666666666667,7406,2022-08-26 14:40:00,Victoria St / Queen St E,7389.0,2022-08-26 14:45:00,College Park- Gerrard Entrance,5921,Annual Member,31,880,885,29.0,29.0
600,18276316,11.75,7389,2022-08-30 14:44:00,College Park- Gerrard Entrance,7066.0,2022-08-30 14:56:00,Willcocks St / St. George St,7143,Casual Member,7,884,896,29.0,29.0
208,18144994,23.883333333333333,7044,2022-08-25 14:35:00,Church St / Alexander St,7406.0,2022-08-25 14:59:00,Victoria St / Queen St E,4474,Casual Member,38,875,899,29.0,29.0
339,17971951,6.516666666666667,7066,2022-08-18 14:36:00,Willcocks St / St. George St,7389.0,2022-08-18 14:42:00,College Park- Gerrard Entrance,5103,Annual Member,18,876,882,29.0,29.0
12,18276527,14.716666666666667,7009,2022-08-30 14:59:00,King St E / Jarvis St,7269.0,2022-08-30 15:14:00,Toronto Eaton Centre (Yonge St),3957,Casual Member,9,899,914,29.0,30.0
857,18301200,9.666666666666666,7044,2022-08-31 14:44:00,Church St / Alexander St,7647.0,2022-08-31 14:54:00,Elm St/ University Ave (East Side),2504,Annual Member,2,884,894,29.0,29.0
771,17835239,8.233333333333333,7033,2022-08-13 14:48:00,Union Station,7269.0,2022-08-13 14:56:00,Toronto Eaton Centre (Yonge St),5147,Casual Member,27,888,896,29.0,29.0
550,17866386,20.366666666666667,7657,2022-08-14 14:46:00,1 Market St - SMART,7009.0,2022-08-14 15:07:00,King St E / Jarvis St,4253,Annual Member,9,886,907,29.0,30.0
549,17866361,21.2,7657,2022-08-14 14:46:00,1 Market St - SMART,7009.0,2022-08-14 15:07:00,King St E / Jarvis St,862,Casual Member,9,886,907,29.0,30.0
326,17549551,10.433333333333334,7044,2022-08-02 14:46:00,Church St / Alexander St,7408.0,2022-08-02 14:56:00,University Ave / Armoury St,1414,Annual Member,3,886,896,29.0,29.0
90,17527072,9.466666666666667,7269,2022-08-01 14:46:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-01 14:56:00,College Park- Gerrard Entrance,6368,Casual Member,23,886,896,29.0,29.0
492,18119409,4.616666666666666,7408,2022-08-24 14:47:00,University Ave / Armoury St,7033.0,2022-08-24 14:51:00,Union Station,55,Casual Member,14,887,891,29.0,29.0
806,17703416,10.75,7009,2022-08-08 14:46:00,King St E / Jarvis St,7044.0,2022-08-08 14:56:00,Church St / Alexander St,1566,Annual Member,5,886,896,29.0,29.0
379,17751140,8.266666666666666,7647,2022-08-10 14:48:00,Elm St/ University Ave (East Side),7033.0,2022-08-10 14:57:00,Union Station,4691,Annual Member,26,888,897,29.0,29.0
80,18027423,2.6666666666666665,7389,2022-08-20 14:51:00,College Park- Gerrard Entrance,7269.0,2022-08-20 14:53:00,Toronto Eaton Centre (Yonge St),2305,Casual Member,24,891,893,29.0,29.0
761,18198881,6.7,7269,2022-08-27 14:52:00,Toronto Eaton Centre (Yonge St),7009.0,2022-08-27 14:59:00,King St E / Jarvis St,49,Annual Member,7,892,899,29.0,29.0
329,17549765,6.6,7066,2022-08-02 14:57:00,Willcocks St / St. George St,7389.0,2022-08-02 15:04:00,College Park- Gerrard Entrance,6084,Annual Member,18,897,904,29.0,30.0
580,18027698,6.75,7389,2022-08-20 14:57:00,College Park- Gerrard Entrance,7033.0,2022-08-20 15:04:00,Union Station,3441,Casual Member,31,897,904,29.0,30.0
84,18169786,2.8833333333333333,7389,2022-08-26 14:51:00,College Park- Gerrard Entrance,7269.0,2022-08-26 14:53:00,Toronto Eaton Centre (Yonge St),3123,Casual Member,24,891,893,29.0,29.0
743,17680863,4.233333333333333,7406,2022-08-07 15:02:00,Victoria St / Queen St E,7009.0,2022-08-07 15:07:00,King St E / Jarvis St,324,Annual Member,17,902,907,30.0,30.0
13,18276533,13.383333333333333,7009,2022-08-30 15:00:00,King St E / Jarvis St,7269.0,2022-08-30 15:13:00,Toronto Eaton Centre (Yonge St),1955,Casual Member,9,900,913,30.0,30.0
766,17652091,7.6,7033,2022-08-06 15:00:00,Union Station,7269.0,2022-08-06 15:08:00,Toronto Eaton Centre (Yonge St),5130,Casual Member,27,900,908,30.0,30.0
742,17680862,4.233333333333333,7406,2022-08-07 15:02:00,Victoria St / Queen St E,7009.0,2022-08-07 15:07:00,King St E / Jarvis St,809,Annual Member,17,902,907,30.0,30.0
900,17918563,19.983333333333334,7647,2022-08-16 15:02:00,Elm St/ University Ave (East Side),7657.0,2022-08-16 15:22:00,1 Market St - SMART,5270,Casual Member,2,902,922,30.0,30.0
906,18145650,8.633333333333333,7066,2022-08-25 15:05:00,Willcocks St / St. George St,7408.0,2022-08-25 15:14:00,University Ave / Armoury St,4311,Casual Member,2,905,914,30.0,30.0
337,17893195,7.133333333333333,7066,2022-08-15 15:08:00,Willcocks St / St. George St,7389.0,2022-08-15 15:15:00,College Park- Gerrard Entrance,4949,Annual Member,18,908,915,30.0,30.0
731,18301700,6.15,7406,2022-08-31 15:06:00,Victoria St / Queen St E,7033.0,2022-08-31 15:12:00,Union Station,4334,Annual Member,20,906,912,30.0,30.0
627,18119824,17.066666666666666,7269,2022-08-24 15:07:00,Toronto Eaton Centre (Yonge St),7066.0,2022-08-24 15:24:00,Willcocks St / St. George St,5538,Casual Member,6,907,924,30.0,30.0
411,17805809,25.466666666666665,7033,2022-08-12 15:07:00,Union Station,7009.0,2022-08-12 15:33:00,King St E / Jarvis St,2441,Casual Member,52,907,933,30.0,31.0
628,18119826,16.766666666666666,7269,2022-08-24 15:07:00,Toronto Eaton Centre (Yonge St),7066.0,2022-08-24 15:24:00,Willcocks St / St. George St,2042,Casual Member,6,907,924,30.0,30.0
798,17681051,17.95,7066,2022-08-07 15:08:00,Willcocks St / St. George St,7657.0,2022-08-07 15:26:00,1 Market St - SMART,4810,Annual Member,1,908,926,30.0,30.0
644,17893201,15.233333333333333,7657,2022-08-15 15:08:00,1 Market St - SMART,7647.0,2022-08-15 15:23:00,Elm St/ University Ave (East Side),3193,Casual Member,11,908,923,30.0,30.0
8,17867004,9.3,7009,2022-08-14 15:06:00,King St E / Jarvis St,7269.0,2022-08-14 15:15:00,Toronto Eaton Centre (Yonge St),3484,Annual Member,9,906,915,30.0,30.0
811,17725165,17.5,7066,2022-08-09 15:21:00,Willcocks St / St. George St,7033.0,2022-08-09 15:39:00,Union Station,1645,Annual Member,8,921,939,30.0,31.0
248,18073863,9.433333333333334,7389,2022-08-22 15:02:00,College Park- Gerrard Entrance,7406.0,2022-08-22 15:11:00,Victoria St / Queen St E,332,Annual Member,59,902,911,30.0,30.0
383,17836641,12.166666666666666,7647,2022-08-13 15:22:00,Elm St/ University Ave (East Side),7033.0,2022-08-13 15:34:00,Union Station,196,Casual Member,26,922,934,30.0,31.0
526,18093188,7.516666666666667,7406,2022-08-23 15:18:00,Victoria St / Queen St E,7044.0,2022-08-23 15:26:00,Church St / Alexander St,3380,Casual Member,31,918,926,30.0,30.0
470,18074023,22.683333333333334,7406,2022-08-22 15:12:00,Victoria St / Queen St E,7389.0,2022-08-22 15:35:00,College Park- Gerrard Entrance,3477,Annual Member,31,912,935,30.0,31.0
651,18028394,15.733333333333333,7009,2022-08-20 15:16:00,King St E / Jarvis St,7389.0,2022-08-20 15:32:00,College Park- Gerrard Entrance,3206,Annual Member,2,916,932,30.0,31.0
67,17550186,3.283333333333333,7389,2022-08-02 15:17:00,College Park- Gerrard Entrance,7269.0,2022-08-02 15:20:00,Toronto Eaton Centre (Yonge St),6084,Annual Member,24,917,920,30.0,30.0
347,17550248,13.516666666666666,7033,2022-08-02 15:20:00,Union Station,7389.0,2022-08-02 15:34:00,College Park- Gerrard Entrance,4530,Casual Member,26,920,934,30.0,31.0
884,17867782,4.1,7009,2022-08-14 15:27:00,King St E / Jarvis St,7657.0,2022-08-14 15:31:00,1 Market St - SMART,4011,Annual Member,3,927,931,30.0,31.0
670,17652718,7.216666666666667,7009,2022-08-06 15:17:00,King St E / Jarvis St,7406.0,2022-08-06 15:25:00,Victoria St / Queen St E,6337,Casual Member,10,917,925,30.0,30.0
